Table,Non_unique,Key_name,Seq_in_index,Column_name,Collation,Cardinality,Sub_part,Packed,Null,Index_type,Comment,Index_comment,Visible,Expression
emp_record_table,1,index_first_name,1,FIRST_NAME,A,20,10,NULL,YES,BTREE,,,YES,NULL
